essay_id,y_pred,y_pred_rescaled
1,0.5983812808990479,8.0
2,0.6959807872772217,9.0
3,0.48933687806129456,7.0
4,0.8406807780265808,10.0
5,0.7537474632263184,10.0
6,0.4001382887363434,6.0
7,0.8270750045776367,10.0
8,0.7801052331924438,10.0
9,0.7231593728065491,9.0
10,0.7462621331214905,9.0
11,0.7142595648765564,9.0
12,0.612292468547821,8.0
13,0.2800094783306122,5.0
14,0.5759260058403015,8.0
15,0.4054703116416931,6.0
16,0.8655691742897034,11.0
17,0.5666367411613464,8.0
18,0.5762441158294678,8.0
19,0.22865985333919525,4.0
20,0.3818562626838684,6.0
21,0.6689268946647644,9.0
22,0.20989155769348145,4.0
23,0.7584062814712524,10.0
24,0.8742568492889404,11.0
25,0.5108956098556519,7.0
26,0.6380623579025269,8.0
27,0.3327089250087738,5.0
28,0.6645113229751587,9.0
29,0.6162140369415283,8.0
30,0.45968103408813477,7.0
31,0.7690093517303467,10.0
32,0.7782705426216125,10.0
33,0.40453580021858215,6.0
34,0.6107046008110046,8.0
35,0.6504080295562744,9.0
36,0.7947083711624146,10.0
37,0.7740248441696167,10.0
38,0.6103039383888245,8.0
39,0.6987477540969849,9.0
40,0.3673310875892639,6.0
41,0.21146811544895172,4.0
42,0.4741438925266266,7.0
43,0.30508190393447876,5.0
44,0.5996682643890381,8.0
45,0.5576171875,8.0
46,0.4685540795326233,7.0
47,0.5600191354751587,8.0
48,0.7563930153846741,10.0
49,0.5380470156669617,7.0
50,0.2339923232793808,4.0
51,0.5980570912361145,8.0
52,0.5059880614280701,7.0
53,0.6711108088493347,9.0
54,0.7257476449012756,9.0
55,0.47424808144569397,7.0
56,0.8340264558792114,10.0
57,0.6486976146697998,8.0
58,0.40620532631874084,6.0
59,0.6604491472244263,9.0
60,0.27488580346107483,5.0
61,0.5728537440299988,8.0
62,0.44655266404151917,6.0
63,0.4593518376350403,7.0
64,0.33665788173675537,5.0
65,0.699226438999176,9.0
66,0.7100361585617065,9.0
67,0.5768932700157166,8.0
68,0.7304429411888123,9.0
69,0.4214876890182495,6.0
70,0.757015585899353,10.0
71,0.6165989637374878,8.0
72,0.8646884560585022,11.0
73,0.6327131390571594,8.0
74,0.5851379036903381,8.0
75,0.6837369799613953,9.0
76,0.5890243649482727,8.0
77,0.8093677759170532,10.0
78,0.721869170665741,9.0
79,0.6151609420776367,8.0
80,0.7105259895324707,9.0
81,0.5090017914772034,7.0
82,0.5252431035041809,7.0
83,0.31085291504859924,5.0
84,0.26170429587364197,5.0
85,0.7833727598190308,10.0
86,0.78466796875,10.0
87,0.7280433177947998,9.0
88,0.6162224411964417,8.0
89,0.45459219813346863,7.0
90,0.43182089924812317,6.0
91,0.45710527896881104,7.0
92,0.8844373822212219,11.0
93,0.8659014105796814,11.0
94,0.5317425727844238,7.0
95,0.7444034218788147,9.0
96,0.5193130373954773,7.0
97,0.5817757844924927,8.0
98,0.8131322264671326,10.0
99,0.5932294726371765,8.0
100,0.458028644323349,7.0
101,0.7409346699714661,9.0
102,0.5325736403465271,7.0
103,0.5969184041023254,8.0
104,0.6318264603614807,8.0
105,0.7485304474830627,9.0
106,0.68492192029953,9.0
107,0.8673756122589111,11.0
108,0.6137429475784302,8.0
109,0.5488181710243225,7.0
110,0.5025947093963623,7.0
111,0.8676523566246033,11.0
112,0.7381693124771118,9.0
113,0.5863968729972839,8.0
114,0.698465883731842,9.0
115,0.7110587954521179,9.0
116,0.22708463668823242,4.0
117,0.5867491960525513,8.0
118,0.8037466406822205,10.0
119,0.7738642692565918,10.0
120,0.5671041011810303,8.0
121,0.5763688087463379,8.0
122,0.8330547213554382,10.0
123,0.6742087602615356,9.0
124,0.35627156496047974,6.0
125,0.1716817170381546,4.0
126,0.47279661893844604,7.0
127,0.6644206047058105,9.0
128,0.7034375667572021,9.0
129,0.6459980010986328,8.0
130,0.8778300285339355,11.0
131,0.6969155073165894,9.0
132,0.7837703824043274,10.0
133,0.7885493040084839,10.0
134,0.6860849261283875,9.0
135,0.542250394821167,7.0
136,0.7967353463172913,10.0
137,0.379660427570343,6.0
138,0.7257411479949951,9.0
139,0.35909533500671387,6.0
140,0.6569982767105103,9.0
141,0.8231443166732788,10.0
142,0.7108808159828186,9.0
143,0.5122976303100586,7.0
144,0.7346697449684143,9.0
145,0.7171460390090942,9.0
146,0.28439515829086304,5.0
147,0.8970010876655579,11.0
148,0.558686375617981,8.0
149,0.7422962188720703,9.0
150,0.5477113723754883,7.0
151,0.35089635848999023,6.0
152,0.3628130555152893,6.0
153,0.707599401473999,9.0
154,0.7527663111686707,10.0
155,0.7556187510490417,10.0
156,0.5887187123298645,8.0
157,0.7621056437492371,10.0
158,0.6658470630645752,9.0
159,0.7988982200622559,10.0
160,0.5055822134017944,7.0
161,0.6549476981163025,9.0
162,0.8482407927513123,10.0
163,0.5226843357086182,7.0
164,0.5179182887077332,7.0
165,0.7480292916297913,9.0
166,0.850138247013092,11.0
167,0.5724419355392456,8.0
168,0.6971464157104492,9.0
169,0.45845720171928406,7.0
170,0.5227444171905518,7.0
171,0.4534299373626709,7.0
172,0.41526421904563904,6.0
173,0.4750458300113678,7.0
174,0.6183561086654663,8.0
175,0.6112682819366455,8.0
176,0.693819522857666,9.0
177,0.5408602356910706,7.0
178,0.5916906595230103,8.0
179,0.5620293617248535,8.0
180,0.6793054342269897,9.0
181,0.7890303134918213,10.0
182,0.4676423668861389,7.0
183,0.7433993816375732,9.0
184,0.5068196058273315,7.0
185,0.6162019371986389,8.0
186,0.6058405637741089,8.0
187,0.19025860726833344,4.0
188,0.5768019556999207,8.0
189,0.2706499397754669,5.0
190,0.6510300636291504,9.0
191,0.505690336227417,7.0
192,0.7964233756065369,10.0
193,0.7297868132591248,9.0
194,0.8392148613929749,10.0
195,0.30296579003334045,5.0
196,0.5829888582229614,8.0
197,0.6589922308921814,9.0
198,0.7399037480354309,9.0
199,0.8987293839454651,11.0
200,0.626620352268219,8.0
201,0.6856331825256348,9.0
202,0.611277163028717,8.0
203,0.6594496965408325,9.0
204,0.6111971139907837,8.0
205,0.8594579696655273,11.0
206,0.6749414205551147,9.0
207,0.5069509148597717,7.0
208,0.38871893286705017,6.0
209,0.38920027017593384,6.0
210,0.7158311009407043,9.0
211,0.3403267562389374,5.0
212,0.4145984351634979,6.0
213,0.44326484203338623,6.0
214,0.6160982847213745,8.0
215,0.8486319780349731,10.0
216,0.6406600475311279,8.0
217,0.7985919713973999,10.0
218,0.5838395953178406,8.0
219,0.6233564615249634,8.0
220,0.7745232582092285,10.0
221,0.4277234375476837,6.0
222,0.7256124019622803,9.0
223,0.619106650352478,8.0
224,0.5563886761665344,8.0
225,0.8375797867774963,10.0
226,0.5102128982543945,7.0
